Cancer_Type,Gene,Comparison,Interacting_Protein,P_Value
Colon,MUC5B,HUWE1_S1395__Q7Z6Z7_phosphoproteomics,False,2.311105059371301e-07
Colon,MUC5B,SETD1B_S211__Q9UPS6_phosphoproteomics,False,3.4214124098615717e-07
Colon,MUC5B,SATB2_S39__Q9UPW6_phosphoproteomics,False,6.640061883541092e-07
Colon,MUC5B,PKM_S37__P14618_phosphoproteomics,False,7.506440228426997e-07
Colon,MUC5B,C5AR1_S327__P21730_phosphoproteomics,False,1.0433133831600392e-06
Colon,MUC5B,BCL9_S917__O00512_phosphoproteomics,False,1.087465212425961e-06
Colon,MUC5B,HNF4A_S167__P41235_phosphoproteomics,False,1.2332246964520002e-06
Colon,MUC5B,TGFBR2_S553__P37173_phosphoproteomics,False,1.2705635652142365e-06
Colon,MUC5B,CEP68_S478__Q76N32_phosphoproteomics,False,1.4749400605991434e-06
Colon,PIK3CA,RAPGEF4_transcriptomics,False,2.784629564627313e-07
Colon,PIK3CA,RGS5_transcriptomics,False,2.904311413747521e-07
Colon,PIK3CA,SERPINB6_transcriptomics,False,1.4867808108660975e-06
Colon,PIK3CA,CYB5D1_transcriptomics,False,1.8067161875365485e-06
Ovarian,PIK3CA,LINC00837_transcriptomics,False,3.5577347746881613e-12
Ovarian,PIK3CA,LOC101927334_transcriptomics,False,5.26885994194597e-11
Ovarian,PIK3CA,LOC100506406_transcriptomics,False,6.70928837636164e-11
Ovarian,PIK3CA,LRRC26_transcriptomics,False,1.3899622220957866e-08
Ovarian,PIK3CA,KCNK16_transcriptomics,False,5.616948190903343e-08
Ovarian,PIK3CA,FAM90A27P_transcriptomics,False,6.579700593472392e-08
Ovarian,PIK3CA,SPINK1_transcriptomics,False,7.589601515822065e-08
Ovarian,PIK3CA,SLC17A1_transcriptomics,False,8.172462849736851e-08
Ovarian,PIK3CA,TRIM43B_transcriptomics,False,2.5424173220508316e-07
Ovarian,PIK3CA,GUCA1C_transcriptomics,False,2.782430566071445e-07
Ovarian,PIK3CA,TRIM43_transcriptomics,False,2.9792879147602985e-07
Ovarian,PIK3CA,SEC1P_transcriptomics,False,3.509076151446012e-07
Ovarian,PIK3CA,KLK12_transcriptomics,False,5.269243826324554e-07
Ovarian,PIK3CA,THSD7A_transcriptomics,False,8.352956130177423e-07
Ovarian,PIK3CA,C15orf43_transcriptomics,False,1.3020320041932466e-06
Ovarian,PIK3CA,VPS13A_transcriptomics,False,1.4637173179942124e-06
Ovarian,PIK3CA,GLIS3-AS1_transcriptomics,False,1.7878452847512814e-06
Ovarian,PIK3CA,WDR16_transcriptomics,False,1.9916231603061743e-06
Colon,PIK3CA,ERCC5_S563__P28715_phosphoproteomics,False,5.428537257636405e-08
Endometrial,WDFY4,HERC2_proteomics,True,0.00182567299434846
Colon,WDFY4,MAP1LC3A_transcriptomics,True,0.0001962418761045424
Colon,WDFY4,IBTK_transcriptomics,True,0.0006463247210395387
Endometrial,WDFY4,MBD3L3_transcriptomics,False,2.2448694691233922e-07
Endometrial,WDFY4,GHRHR_transcriptomics,False,9.109165470258641e-07
Colon,WDFY4,VIL1_transcriptomics,False,8.701471320035612e-08
Colon,WDFY4,DUSP16_transcriptomics,False,1.0535269905478228e-07
Colon,WDFY4,SLC39A5_transcriptomics,False,2.464848662126049e-07
Colon,WDFY4,NR1I2_transcriptomics,False,3.3368881183264296e-07
Colon,WDFY4,CDK20_transcriptomics,False,3.676987120272783e-07
Colon,WDFY4,PRSS8_transcriptomics,False,4.3355627447061956e-07
Colon,WDFY4,STYX_transcriptomics,False,4.768290479371257e-07
Colon,WDFY4,DPEP1_transcriptomics,False,5.349111103076971e-07
Colon,WDFY4,CHML_transcriptomics,False,6.460696646106026e-07
Colon,WDFY4,ANTXR2_transcriptomics,False,8.853762873077746e-07
Colon,WDFY4,ZXDA_transcriptomics,False,1.074115466971359e-06
Colon,WDFY4,MOGAT3_transcriptomics,False,1.1429251100280727e-06
Colon,WDFY4,PPP1R14D_transcriptomics,False,1.2792118568668279e-06
Colon,WDFY4,HS3ST1_transcriptomics,False,1.3493873567550005e-06
Colon,WDFY4,LINC01006_transcriptomics,False,1.5545278141171938e-06
Colon,WDFY4,CDHR1_transcriptomics,False,1.5759424286206786e-06
Colon,WDFY4,IHH_transcriptomics,False,1.74324475036932e-06
Colon,WDFY4,FLJ20021_transcriptomics,False,1.8893960317357681e-06
Colon,WDFY4,GLOD5_transcriptomics,False,2.381288656526462e-06
Colon,WDFY4,MEP1A_transcriptomics,False,2.4299419548841027e-06
Colon,WDFY4,AXIN2_transcriptomics,False,3.0665529829527044e-06
Colon,WDFY4,AMACR_transcriptomics,False,3.435851567286195e-06
Colon,WDFY4,LOC102723354_transcriptomics,False,3.567231586034992e-06
Colon,WDFY4,SLC3A1_transcriptomics,False,3.578921154560395e-06
Colon,WDFY4,PMFBP1_transcriptomics,False,3.671908616913137e-06
Ovarian,WDFY4,SNORA55_transcriptomics,False,7.257617444192527e-09
Ovarian,WDFY4,LOC101927406_transcriptomics,False,1.1023168539207077e-06
Ovarian,WDFY4,TRPC3_transcriptomics,False,2.0920950685810622e-06
Endometrial,WDFY4,LMNB1-K241_acetylproteomics,False,1.0681446373677595e-06
Endometrial,WDFY4,KRT8-K500_acetylproteomics,False,3.974558466526227e-06
